"","V1","V2","V3","V4","V5","V6"
"1",-0.522379735241357,0.220717715062545,0.158403461479545,0.0579679203599843,0.019735591705239,0.0235414116510902
"2",NA,0.126643522005575,-0.133313763948959,0.0750784412357153,0.161567532451033,0.0677232969563066
"3",-0.00472876781894213,-0.00419182349164647,-0.00307870611268739,0.0813687923092693,-0.0762050838332292,-0.0333217474177601
"4",NA,-0.228867201852634,0.106738912690766,-0.197450186661209,0.103800989491475,0.0111772712349302
"5",-0.462600473043445,-0.0741752877097056,0.0127634804365657,0.271047883553867,0.0453610871436915,0.146319501166437
"6",-0.142502338662929,-0.00128218559834419,0.0951327615760335,-0.0137982575743615,-0.0388046952239108,0.124114483675829
"7",NA,0.131623330047234,0.00701931341875795,0.0219536902518811,0.00482767814903367,-0.00237293171140665
"8",-0.0707053173522084,-0.0140740578427985,0.175716020402455,0.0154704687632694,-0.0270865848515716,0.0619440277000765
"9",-0.18525687957983,0.0512320731217116,0.103230347649309,0.383364938450594,0.218299480671109,0.305544313301463
"10",0.617200265156806,0.41150243643066,0.10310069092496,0.00807313661659246,0.0444705565244209,0.0952211727803302
"11",0.205478870952001,0.0210791413600382,0.0431382920634408,0.00907490132179931,-0.0354845115163346,0.236038626397044
"12",0.16676991220385,0.135039727812669,0.185540986311796,0.0523948702939898,0.00558997387412491,0.0369261604204084
"13",0.191641299839082,NA,0.819134164831197,0.0980359894058202,0.210264872727923,0.0324639162056045
"14",0.99781406187478,0.0858993074354106,-0.118320388247805,0.10410546295917,0.0723620561016487,0.0999554453269791
"15",-0.12939171812432,0.156670776611667,0.0351187036994827,-0.00603364164104349,0.118290392709565,0.143344690589732
"16",-0.00586750124641135,-0.093048351439338,0.143506806106488,0.095807918261524,0.114660547007108,0.089616996311608
"17",NA,0.310504730078762,-0.00582728081519025,0.0269143160686087,0.0449762015010366,0.0892063067071309
"18",-0.186048128793141,0.136734216099802,0.114468332767599,0.0186939665789461,0.0384156906522188,0.139014425022974
"19",-0.115816356734708,0.0440508392737423,0.098103981443063,0.0283272722962605,0.101849573701476,-0.0687468229068727
"20",NA,0.870243057909695,-0.0928333741920012,-0.108970595571327,0.017028137521435,-0.0175163509072474
"21",NA,-0.151888103972808,0.161727396849269,0.0789844726687594,0.173777281850238,0.18882103819989
"22",-0.44944626802565,0.671488027316481,0.188189610319355,0.019188037780124,0.151936619565083,0.0244387446551534
"23",-0.357932269461971,0.0874881933413043,0.163065029003376,0.170169484738088,0.0387117472848613,0.0796310684428922
"24",-0.298297713902615,0.0838177455096933,0.0620404325181581,0.167283371911303,0.0449232195894661,0.0652889595029291
"25",0.317020585468214,-0.0473700996451844,0.0831868850508099,0.105740920447247,0.0137912427589902,0.198691634211502
"26",-0.0387841597925241,-0.035852061204674,0.0181671721677887,0.030751637693138,0.101060915675245,0.210687895504121
"27",0.0239557997709494,0.0320333623743071,-0.0186933520274314,-0.0536977257723725,0.0869415885074323,-0.0100090517111051
"28",-0.27759932415119,0.0917134769974143,0.00548853806400588,-0.0500033989647059,-0.00941716588078667,0.0252936685668794
"29",-0.772880768770186,0.00823830257612393,-0.011006640314508,0.0934316019993887,0.0056506830178635,0.259913543830781
"30",NA,0.112220310818061,0.216360240965026,0.0364122344955368,0.094766848257567,0.106163251278078
"31",NA,-0.397410607129398,0.0741434734812823,0.352028943248263,-0.0037243338088769,-0.00527398087256638
"32",NA,-0.0941471102778794,0.116194483995547,0.0175790607282159,0.208950833058853,0.2701771799434
"33",NA,0,0,0,0,NA
"34",0.214238888646185,-0.0900216067844663,-0.035034149530671,-0.00624700403076909,0.0851686745009686,0.00332681871399566
"35",-0.0943939836621745,0.0248459093039051,0.116424182278429,0.00711687561052916,-0.0623717208611371,0.0367000388821478
"36",0.241303912244448,0.234841109272454,0.253353293325309,0.115336708511016,0.100590770018353,0.036739324852601
"37",NA,-0.0242152506870542,0.1445480003078,0.0814065428676854,0.16967145650389,0.0941486264576185
"38",0.500510262024487,0.167401664770543,0.161124471394242,0.0114345447727426,0.00783345562637803,0.0016920834227978
"39",0.156306269320093,0.06868568823192,0.0270941142702833,0.164936204066348,0.0164467028861413,-0.00122973957011091
"40",NA,-0.815361176455737,0.0891330919429006,-0.0423918045967445,0.0490403956079086,0.0475949913746627
"41",0.324876985952524,0.329983213555152,-0.0112938783295027,-0.0447170680838949,-0.0237594733879059,0.0879692664220239
"42",NA,-0.137900638771773,0.205215128482163,-0.0192689478756755,-0.0230743293537075,0.0722693145275777
"43",0.325809731087582,0.254121501008557,0.172625659046673,0.0883068003956936,0.0765614727460616,0.0680176863250431
"44",0.24938680915454,0.040360619254112,0.0103260224846769,0.065127454829515,0.11425950843936,-0.0802603559004573
"45",-0.195463861454925,0.410157776552885,0.363586221066482,-0.0150118330738597,0.551337968622259,-0.00640658783272923
"46",-0.672920067371812,-0.132825289980611,-0.235008290295335,-0.0115375585510017,0.280134999083879,0.125712390769506
"47",0.0961071205125733,-0.146775027084872,0.128373322016453,0.0417502402842091,0.00754125537211576,0.142035017307823
"48",-0.195266720063305,-0.228153650448524,0.0350749807894067,0.0696265158319348,0.346666959239739,0.0657107644104729
"49",0.153402700847648,0.408642394167116,0.0741374802308893,0.166072845612648,-0.0283361333840272,0.0566819992413865
"50",0.23385410682011,-0.0496188980902326,-0.0319924977001224,0.0621879544756322,0.0988530222785197,0.0543470838549327
"51",0.982498849797908,-0.0523139754995389,0.00923351418965668,0.133367169451533,0.0210770241176625,-0.0122569131580483
"52",-0.752755423304237,-0.0412007189690627,0.0419970923239978,-0.00259058897323466,-0.0207353667752928,-0.0246738840215778
"53",0.32429996442507,0.123456282273092,-0.0249922884055812,0.0085219670274783,0.0449250371026997,-0.00114560080145344
"54",-0.146922949627588,-0.0308451926179124,0.0802926379443979,0.474070199832852,0.21420640065535,0.0375859450513231
"55",-0.0757681810989668,-0.00180591209538858,0.0387401297707856,0.0639910046904702,0.101753902947821,0.0629949773773908
"56",-0.333134221549986,-0.0521060524157768,-0.00833680846322656,0.132329650689028,-0.0398551614740762,0.0769572789440571
"57",-0.280018238243408,0.115939952481023,0.022730867113634,0.110071775475292,0.262171434995438,0.177242115105169
"58",0.435695409624945,0.167368308812013,-0.0069970983554391,-0.00485427475764204,0.152109079754015,0.100408389989266
"59",-0.416382048576988,0.235624447918137,0.0593819838224557,0.173335412849505,0.004502310429256,-0.0635686130730746
"60",0.0653797043321993,-0.0227026116994491,0.0369749854526957,0.0787855104835957,0.044070299749545,0.00738033557717001
"61",NA,0.334556366270027,0.177719803293551,-0.0126116979264935,0.00746863870065932,-0.0316584295719568
"62",0.0239445413133657,-0.158126598713455,0.00701300660833235,0.0135024968299767,0.12336377958027,0.0605819893217399
"63",-0.0348178992433924,-0.0208241603605454,-0.0288083873780363,0.172828782379568,0.0426377369500746,0.0583031031409596
"64",-0.848245253937471,-0.118195512034218,-0.00327741003178678,-0.0117488717783011,0.00212066267428265,0.0683864772209023
"65",-0.0286355588473652,-0.217172399135151,0.0275102261477604,0.00645711178364811,0.0191400342928849,0.0709403887968574
"66",-0.07263807283869,-0.273810667085734,-0.0247762646224605,0.0584807481863289,0.0595637546783431,0.0179409411514886
"67",0.992590596293295,-0.0470320317290034,0.150852086235267,0.0184722373941571,0.072247470757753,0.127850113375875
"68",0.507085049138377,0.0530439690240695,0.132510626495929,0.0394089632494527,0.0378867457337224,0.0980329287698555
"69",NA,0.127911915013955,0.00366822667979227,-0.0636440224018925,-0.0600489843213632,0.00994483512437451
"70",0,0,0,0,0,NA
"71",-0.0610239440040387,-0.169081445476546,0.179230512115412,0.0626943382573736,0.0634087223029786,0.0610359370004615
"72",NA,-0.138377396934064,0.115782128316861,0.0548904923830689,-0.0189518986719081,0.0397772979997219
"73",-0.0427862004060521,0.118700305532317,0.191441174420955,-0.00484530645003975,0.103600493701603,0.0910847849856873
"74",NA,0.077671911767597,0.09966983064537,-0.104122747195636,0.188602961838133,0.0632089355961124
"75",0.186376944330135,0.134283078085861,0.0828570761031058,0.0369336482219606,0.110919223575105,0.0643314925572605
"76",0.696388202870213,0.476833512538478,-0.0907985438579729,0.0787884655242403,0.00862926272500894,0.0168531873144342
"77",-0.160865184740741,-0.00578225536761539,0.132129808460291,-0.011659632143669,0.0285903111281963,-0.00326540799803626
"78",0.381187900035348,0.213166408060286,-0.00817790457399702,0.0672556263032427,0.0186017372691018,-0.0114848923016504
"79",NA,0.00612524783989099,0.0590363165063805,0.340981776596775,0.112309022927911,0.040464742986031
"80",0.53928194122619,0.285134077542452,0.055935888540219,0.0524387129879246,0.119630035984823,-0.0388308381998191
"81",-0.19337887167712,0.11654681348659,0.0521198802375897,0.0877142352929264,-0.0205789344390346,0.0144460600216801
"82",0.367592702174395,0.158049867148441,-0.0119909229884338,0.0765845456780204,-0.0119113537160771,0.0188959909393215
"83",0.0646121693752414,0.248375781435888,0.0115840636833068,-0.0137949311736047,0.0666004960867821,0.0285881323761512
"84",-0.0308199700022603,0.20856365393317,0.306203363584822,0.138811236882718,0.049212381013153,0.0478745837152417
"85",-0.628962715358179,-0.0236003307857524,0.0545332822175625,0.0178721622358865,0.00258482056991617,0.0807230855297243
"86",0.0370888512942346,0.0283753172988534,0.106814336627457,0.065639795715205,0.161768258891987,0.193095492964632
"87",-0.673027717992728,-0.107776796707814,-0.0802848294126492,0.0248802077056131,0.00891889784362132,0.200139005314311
"88",0.107352464347368,-0.0151833195410047,0.361395517582572,0.16235602792835,0.0699376533402389,0.193611963192596
"89",NA,0.0601755249471373,0.151483286942497,0.0648805506356011,0.0993215461003394,0.00673934209692703
"90",0.991992031674339,0.335333013535155,0.175444910624144,0.388296679277673,0.0530490010216048,0.0299028654175826
"91",-0.482795379884304,-0.823064679144941,0.332394095766226,0.135400790487295,0.157138019905018,0.0450447134283938
"92",NA,0.200351600004721,-0.154053308453872,-0.00522807869361543,-0.0237864685784156,0.128947886778909
"93",0.671682860104917,0.0245795272816752,0.00887071381247994,0.0668761083295376,-0.052620887153577,-0.0987769640131693
"94",0,0,0,0,0,NA
"95",0.274721314762999,0.164928092587103,0.0970116606570298,0.0649217923726578,0.0465647155966432,-0.0418455596293811
"96",0.425473243901586,0.0780901190346999,0.132767651899017,0.0271818622704363,-0.0111183719818379,0.0883679207346767
"97",0.831739238387313,-0.133120205463272,0.50052062213273,0.0170230442102275,-0.0386205996741429,-0.0219296876836913
"98",0.00367424670832024,-0.00816541675559196,-0.0654252358571265,-0.0403711164435947,-0.0121860744130834,0.165361688233668
"99",0.232349320840531,-0.0475600769995673,0.147309845978949,0.0432522555375961,0.159193277919776,0.120829002345938
"100",-0.0405412566619686,0.224898514939768,0.162172650868092,0.112310653871754,0.0752550641128575,0.0425996899470793
